Timestamp,Location,Latitude,Longitude,Speed,Volume,Density,Weather,Temperature,RoadType
2024-01-01 00:00:00,Loc_1,-8.232406245844187,114.44937936266976,,45.0,15.958182731420543,Clear,32.45933922853757,Local
2024-01-01 00:15:00,Loc_1,-8.232406245844187,114.44937936266976,47.85039972224335,17.0,30.754077761331956,Clear,,Arterial
2024-01-01 00:30:00,Loc_1,-8.232406245844187,114.44937936266976,,,34.96075329788158,Rainy,22.09060371886695,Local
2024-01-01 00:45:00,Loc_1,-8.232406245844187,114.44937936266976,52.622451808005714,42.0,29.868136233358157,Clear,20.03378090019996,Collector
2024-01-01 01:00:00,Loc_1,-8.232406245844187,114.44937936266976,76.3670486339859,39.0,18.800308896896645,Cloudy,33.51584540887489,Arterial
2024-01-01 01:15:00,Loc_1,-8.232406245844187,114.44937936266976,70.91507108603702,,18.80178499997012,Cloudy,32.16575321609568,Arterial
2024-01-01 01:30:00,Loc_1,-8.232406245844187,114.44937936266976,,21.0,15.53149876289805,Rainy,32.142844903082576,Collector
2024-01-01 01:45:00,Loc_1,-8.232406245844187,114.44937936266976,28.419534641809392,96.0,,Clear,33.325293329273634,Arterial
2024-01-01 02:00:00,Loc_1,-8.232406245844187,114.44937936266976,63.48609327934878,,49.37108859073851,Clear,34.074388465863024,Local
2024-01-01 02:15:00,Loc_1,-8.232406245844187,114.44937936266976,,29.0,44.401757906948895,Clear,21.530924814680674,Local
2024-01-01 02:30:00,Loc_1,-8.232406245844187,114.44937936266976,26.80397730323341,14.0,,Clear,21.764517799558195,Local
2024-01-01 02:45:00,Loc_1,-8.232406245844187,114.44937936266976,52.839680659237715,87.0,25.511305530842243,Cloudy,,Arterial
2024-01-01 03:00:00,Loc_1,-8.232406245844187,114.44937936266976,,61.0,42.4549893904254,Clear,27.414577885472823,Local
2024-01-01 03:15:00,Loc_1,-8.232406245844187,114.44937936266976,45.778897470843916,,11.820650490469529,Rainy,23.53959684474272,Local
2024-01-01 03:30:00,Loc_1,-8.232406245844187,114.44937936266976,69.1382099436544,37.0,42.48719873429294,Rainy,,Arterial
2024-01-01 03:45:00,Loc_1,-8.232406245844187,114.44937936266976,36.72075229201985,94.0,,Rainy,24.784760755357173,Collector
2024-01-01 04:00:00,Loc_1,-8.232406245844187,114.44937936266976,68.46070599571736,87.0,24.61279158298011,Rainy,27.616399365893038,Local
2024-01-01 04:15:00,Loc_1,-8.232406245844187,114.44937936266976,58.94348273824499,,,Rainy,25.21760451339307,Arterial
2024-01-01 04:30:00,Loc_1,-8.232406245844187,114.44937936266976,33.899720148734225,47.0,14.765834439426433,Clear,24.149944574123438,Collector
2024-01-01 04:45:00,Loc_1,-8.232406245844187,114.44937936266976,,17.0,44.960019230561905,Clear,27.758672855359016,Collector
2024-01-01 05:00:00,Loc_1,-8.232406245844187,114.44937936266976,52.27950806081991,89.0,43.52965851047034,Rainy,21.46602614903068,Arterial
2024-01-01 05:15:00,Loc_1,-8.232406245844187,114.44937936266976,,10.0,43.13953128589188,Rainy,32.99192630137354,Local
2024-01-01 05:30:00,Loc_1,-8.232406245844187,114.44937936266976,64.71047810053567,37.0,,Clear,22.334277929105333,Collector
2024-01-01 05:45:00,Loc_1,-8.232406245844187,114.44937936266976,51.74984441400824,44.0,27.81718522595159,Cloudy,32.96207591964348,Local
2024-01-01 06:00:00,Loc_1,-8.232406245844187,114.44937936266976,47.475210279667735,70.0,20.132956746651626,Clear,23.754399693250267,Local
2024-01-01 06:15:00,Loc_1,-8.232406245844187,114.44937936266976,71.61109024763354,85.0,30.661227182144245,Rainy,31.35044610702862,Collector
2024-01-01 06:30:00,Loc_1,-8.232406245844187,114.44937936266976,,42.0,32.21813002845108,Clear,,Collector
2024-01-01 06:45:00,Loc_1,-8.232406245844187,114.44937936266976,41.11005562129572,51.0,31.47070815412405,Rainy,24.25694869364633,Collector
2024-01-01 07:00:00,Loc_1,-8.232406245844187,114.44937936266976,38.778634109275686,17.0,46.57701971494906,Clear,32.26423312357208,Local
2024-01-01 07:15:00,Loc_1,-8.232406245844187,114.44937936266976,47.681882442060754,37.0,28.66420605710561,Clear,23.02472307480786,Arterial
2024-01-01 07:30:00,Loc_1,-8.232406245844187,114.44937936266976,22.221229606263524,39.0,33.18539024301521,Rainy,34.458960476293754,Local
2024-01-01 07:45:00,Loc_1,-8.232406245844187,114.44937936266976,24.02831130806281,24.0,40.09185409022524,Cloudy,,Collector
2024-01-01 08:00:00,Loc_1,-8.232406245844187,114.44937936266976,22.51419692087726,56.0,,Clear,34.41477556515165,Local
2024-01-01 08:15:00,Loc_1,-8.232406245844187,114.44937936266976,57.88076558991074,37.0,42.27859261049113,Clear,23.763951890002296,Collector
2024-01-01 08:30:00,Loc_1,-8.232406245844187,114.44937936266976,30.469210544957832,79.0,45.50862609066208,Clear,27.780625406217688,Local
2024-01-01 08:45:00,Loc_1,-8.232406245844187,114.44937936266976,43.36837160599974,41.0,30.1392960358273,Clear,23.101941763764813,Collector
2024-01-01 09:00:00,Loc_1,-8.232406245844187,114.44937936266976,40.59823261964156,72.0,43.13622770957967,Clear,,Collector
2024-01-01 09:15:00,Loc_1,-8.232406245844187,114.44937936266976,47.125361894762776,35.0,24.30963074076366,Cloudy,22.03309647986332,Collector
2024-01-01 09:30:00,Loc_1,-8.232406245844187,114.44937936266976,40.58505391692886,35.0,40.63114281603589,Clear,29.74658457079091,Local
2024-01-01 09:45:00,Loc_1,-8.232406245844187,114.44937936266976,,26.0,21.522865320013945,Rainy,32.5792196872826,Collector
2024-01-01 10:00:00,Loc_1,-8.232406245844187,114.44937936266976,69.87319689279917,25.0,,Rainy,22.923187148649077,Local
2024-01-01 10:15:00,Loc_1,-8.232406245844187,114.44937936266976,41.77038641416735,38.0,10.325431420598914,Rainy,,Local
2024-01-01 10:30:00,Loc_1,-8.232406245844187,114.44937936266976,,61.0,18.069562903310562,Rainy,,Collector
2024-01-01 10:45:00,Loc_1,-8.232406245844187,114.44937936266976,31.906412995226994,,49.818230149580444,Clear,,Collector
2024-01-01 11:00:00,Loc_1,-8.232406245844187,114.44937936266976,35.31759436173341,60.0,16.317799045071467,Rainy,34.31954539252343,Collector
2024-01-01 11:15:00,Loc_1,-8.232406245844187,114.44937936266976,,71.0,,Rainy,28.117788324892572,Collector
2024-01-01 11:30:00,Loc_1,-8.232406245844187,114.44937936266976,56.148384228911084,99.0,12.85792731040777,Rainy,32.28506972299546,Arterial
2024-01-01 11:45:00,Loc_1,-8.232406245844187,114.44937936266976,52.96446036818574,23.0,49.19983950905078,Rainy,,Local
2024-01-01 12:00:00,Loc_1,-8.232406245844187,114.44937936266976,45.48530567108245,78.0,,Rainy,29.593384498505145,Collector
2024-01-01 12:15:00,Loc_1,-8.232406245844187,114.44937936266976,37.60472212129851,27.0,40.10070483591856,Rainy,24.489398985037106,Collector
2024-01-01 12:30:00,Loc_1,-8.232406245844187,114.44937936266976,76.30666078010397,44.0,43.17570704072888,Cloudy,26.88271885669077,Local
2024-01-01 12:45:00,Loc_1,-8.232406245844187,114.44937936266976,22.412770457492087,91.0,14.84883858004531,Clear,,Local
2024-01-01 13:00:00,Loc_1,-8.232406245844187,114.44937936266976,42.885222885712594,21.0,,Cloudy,32.13924351074056,Local
2024-01-01 13:15:00,Loc_1,-8.232406245844187,114.44937936266976,65.20474379749751,,,Rainy,24.19555437824935,Arterial
2024-01-01 13:30:00,Loc_1,-8.232406245844187,114.44937936266976,30.415886919836943,73.0,32.94758806183883,Clear,26.8068664344073,Local
2024-01-01 13:45:00,Loc_1,-8.232406245844187,114.44937936266976,56.73912335023339,21.0,,Rainy,34.9267956673023,Collector
2024-01-01 14:00:00,Loc_1,-8.232406245844187,114.44937936266976,41.09537408572122,77.0,32.768652450273045,Cloudy,,Arterial
2024-01-01 14:15:00,Loc_1,-8.232406245844187,114.44937936266976,35.61408697092483,,20.998270291251792,Rainy,20.636338698147362,Arterial
2024-01-01 14:30:00,Loc_1,-8.232406245844187,114.44937936266976,,81.0,33.073638586776326,Cloudy,24.65000198006068,Collector
2024-01-01 14:45:00,Loc_1,-8.232406245844187,114.44937936266976,63.78541037244822,24.0,40.81957561239146,Cloudy,20.295682814700204,Collector
2024-01-01 15:00:00,Loc_1,-8.232406245844187,114.44937936266976,48.367520041960475,26.0,31.153906233907705,Cloudy,22.727494532383286,Local
2024-01-01 15:15:00,Loc_1,-8.232406245844187,114.44937936266976,64.6018516144535,58.0,20.87713882380224,Rainy,,Local
2024-01-01 15:30:00,Loc_1,-8.232406245844187,114.44937936266976,26.94797465233933,,,Clear,,Arterial
2024-01-01 15:45:00,Loc_1,-8.232406245844187,114.44937936266976,68.29045742473346,46.0,,Rainy,20.854497120127903,Arterial
2024-01-01 16:00:00,Loc_1,-8.232406245844187,114.44937936266976,39.97657775073648,72.0,23.32298736796003,Clear,25.01419735115591,Local
2024-01-01 16:15:00,Loc_1,-8.232406245844187,114.44937936266976,24.949045486846842,49.0,,Clear,28.628357211528584,Local
2024-01-01 16:30:00,Loc_1,-8.232406245844187,114.44937936266976,29.170024687027585,,33.98551559642783,Clear,20.966905723887724,Local
2024-01-01 16:45:00,Loc_1,-8.232406245844187,114.44937936266976,23.788711965732045,14.0,47.854777280049596,Clear,32.68564415747182,Arterial
2024-01-01 17:00:00,Loc_1,-8.232406245844187,114.44937936266976,42.07652577303712,44.0,30.110830492691328,Cloudy,,Local
2024-01-01 17:15:00,Loc_1,-8.232406245844187,114.44937936266976,72.01261906394244,32.0,18.604395787334912,Cloudy,,Arterial
2024-01-01 17:30:00,Loc_1,-8.232406245844187,114.44937936266976,48.23801758424339,,32.10959230054344,Rainy,22.475177415223186,Local
2024-01-01 17:45:00,Loc_1,-8.232406245844187,114.44937936266976,76.65182859835474,,12.370563565805401,Rainy,32.18637253483053,Arterial
2024-01-01 18:00:00,Loc_1,-8.232406245844187,114.44937936266976,54.69897707442679,,,Clear,25.684168572266064,Local
2024-01-01 18:15:00,Loc_1,-8.232406245844187,114.44937936266976,23.06897358340683,11.0,12.81088344801927,Cloudy,33.35404251569523,Collector
2024-01-01 18:30:00,Loc_1,-8.232406245844187,114.44937936266976,42.23083982163007,63.0,,Cloudy,22.016974488627152,Collector
2024-01-01 18:45:00,Loc_1,-8.232406245844187,114.44937936266976,51.334954091803915,,34.60421824035704,Rainy,34.00550725338219,Local
2024-01-01 19:00:00,Loc_1,-8.232406245844187,114.44937936266976,22.13350459259455,56.0,28.458428304036424,Clear,30.008673530739436,Local
2024-01-01 19:15:00,Loc_1,-8.232406245844187,114.44937936266976,40.70607388740294,75.0,47.33314957596007,Rainy,20.868348794815674,Collector
2024-01-01 19:30:00,Loc_1,-8.232406245844187,114.44937936266976,73.56529938029337,97.0,21.248774774723657,Cloudy,,Collector
2024-01-01 19:45:00,Loc_1,-8.232406245844187,114.44937936266976,70.67594033619602,28.0,14.162186117735903,Rainy,,Arterial
2024-01-01 20:00:00,Loc_1,-8.232406245844187,114.44937936266976,,88.0,16.944725582124832,Clear,27.810500174632857,Collector
2024-01-01 20:15:00,Loc_1,-8.232406245844187,114.44937936266976,,36.0,38.819464598813276,Cloudy,26.988276478398852,Collector
2024-01-01 20:30:00,Loc_1,-8.232406245844187,114.44937936266976,23.251411906753482,68.0,,Rainy,29.31961466331478,Local
2024-01-01 20:45:00,Loc_1,-8.232406245844187,114.44937936266976,20.30805619146786,,36.176892751855945,Cloudy,28.087068624275147,Collector
2024-01-01 21:00:00,Loc_1,-8.232406245844187,114.44937936266976,24.000876431526834,72.0,35.82511044129666,Rainy,30.492529848594764,Collector
2024-01-01 21:15:00,Loc_1,-8.232406245844187,114.44937936266976,27.543694707435368,57.0,48.32574197067238,Cloudy,29.015532981916955,Collector
2024-01-01 21:30:00,Loc_1,-8.232406245844187,114.44937936266976,57.855368581224965,,40.01674250536928,Rainy,,Arterial
2024-01-01 21:45:00,Loc_1,-8.232406245844187,114.44937936266976,,68.0,28.178482409743786,Cloudy,,Arterial
2024-01-01 22:00:00,Loc_1,-8.232406245844187,114.44937936266976,60.720281955643,76.0,13.438103897757404,Cloudy,29.0835266651975,Local
2024-01-01 22:15:00,Loc_1,-8.232406245844187,114.44937936266976,49.17490284211138,14.0,33.15819900674509,Cloudy,29.588062961209282,Arterial
2024-01-01 22:30:00,Loc_1,-8.232406245844187,114.44937936266976,,,,Rainy,,Arterial
2024-01-01 22:45:00,Loc_1,-8.232406245844187,114.44937936266976,21.123053889461822,,29.67705935211804,Rainy,33.89985141577398,Collector
2024-01-01 23:00:00,Loc_1,-8.232406245844187,114.44937936266976,41.05219222268039,81.0,31.102828643617947,Clear,24.05152086217399,Arterial
