Timestamp,Location,Latitude,Longitude,Speed,Volume,Density,Weather,Temperature,RoadType
2024-01-01 00:00:00,Loc_1,-8.329659183368316,114.41605654684933,64.75534139774607,79,10.031723484322885,Clear,28.763903264294548,Arterial
2024-01-01 00:15:00,Loc_1,-8.329659183368316,114.41605654684933,33.339150260600285,53,23.53530433165956,Cloudy,30.463662003662208,Local
2024-01-01 00:30:00,Loc_1,-8.329659183368316,114.41605654684933,55.74264433489057,37,11.263438773413124,Cloudy,32.34844904117873,Local
2024-01-01 00:45:00,Loc_1,-8.329659183368316,114.41605654684933,78.6781621782489,15,34.578147446605506,Rainy,23.07483161004194,Local
2024-01-01 01:00:00,Loc_1,-8.329659183368316,114.41605654684933,59.15967140015577,83,28.649736082887117,Clear,28.63796243349446,Collector
2024-01-01 01:15:00,Loc_1,-8.329659183368316,114.41605654684933,49.276406746887865,74,31.034896708729583,Clear,27.918111922941286,Local
2024-01-01 01:30:00,Loc_1,-8.329659183368316,114.41605654684933,23.893706913381635,30,38.26194975962146,Clear,28.532820333562974,Arterial
2024-01-01 01:45:00,Loc_1,-8.329659183368316,114.41605654684933,73.91138342731364,35,48.927575112530796,Clear,32.62565618202022,Arterial
2024-01-01 02:00:00,Loc_1,-8.329659183368316,114.41605654684933,28.042500405844695,19,20.658720630075578,Clear,24.547220650469328,Arterial
2024-01-01 02:15:00,Loc_1,-8.329659183368316,114.41605654684933,22.649857989371604,89,31.53782888571696,Rainy,27.07111347010687,Collector
2024-01-01 02:30:00,Loc_1,-8.329659183368316,114.41605654684933,29.18927479936314,61,39.74957513236373,Rainy,27.852425660019804,Collector
2024-01-01 02:45:00,Loc_1,-8.329659183368316,114.41605654684933,66.5458424057176,36,27.17209680477559,Clear,28.56718155040737,Collector
2024-01-01 03:00:00,Loc_1,-8.329659183368316,114.41605654684933,44.953787966285816,10,13.843723371601605,Cloudy,32.94848966964365,Collector
2024-01-01 03:15:00,Loc_1,-8.329659183368316,114.41605654684933,73.35414120465578,75,26.476193352624694,Cloudy,26.63210669570517,Local
2024-01-01 03:30:00,Loc_1,-8.329659183368316,114.41605654684933,70.62146725488606,95,25.349486082853673,Rainy,34.24614348595578,Arterial
2024-01-01 03:45:00,Loc_1,-8.329659183368316,114.41605654684933,46.687911493266725,75,45.58514317022763,Clear,32.524836286776676,Arterial
2024-01-01 04:00:00,Loc_1,-8.329659183368316,114.41605654684933,59.2186437090525,32,23.080135784338758,Cloudy,21.499836923285695,Local
2024-01-01 04:15:00,Loc_1,-8.329659183368316,114.41605654684933,78.93375740485337,75,43.19522761525131,Clear,21.948948002973914,Collector
2024-01-01 04:30:00,Loc_1,-8.329659183368316,114.41605654684933,59.85476504541608,24,26.11902182287872,Rainy,34.96626682441797,Arterial
2024-01-01 04:45:00,Loc_1,-8.329659183368316,114.41605654684933,38.833407370114756,46,21.88430401187556,Clear,22.571516199382764,Local
